,precision,recall,f1-score,support
Left Hand,0.9411764705882353,0.8888888888888888,0.9142857142857143,72.0
Right Hand,0.8472222222222222,0.8472222222222222,0.8472222222222222,72.0
Feet,0.9206349206349206,0.8055555555555556,0.8592592592592593,72.0
Tongue,0.788235294117647,0.9305555555555556,0.8535031847133758,72.0
accuracy,0.8680555555555556,0.8680555555555556,0.8680555555555556,0.8680555555555556
macro avg,0.8743172268907562,0.8680555555555556,0.8685675951201428,288.0
weighted avg,0.8743172268907562,0.8680555555555556,0.8685675951201429,288.0
