,precision,recall,f1-score,support
Left Fist,0.5555555555555556,0.7142857142857143,0.625,7.0
Right Fist,1.0,1.0,1.0,7.0
Both Fists,0.8,0.5714285714285714,0.6666666666666666,7.0
Both Feet,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
accuracy,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
macro avg,0.8031746031746032,0.7857142857142857,0.7872023809523809,28.0
weighted avg,0.8031746031746032,0.7857142857142857,0.7872023809523808,28.0
