,precision,recall,f1-score,support
Left Hand,0.5507246376811594,0.5277777777777778,0.5390070921985816,144.0
Right Hand,0.6106870229007634,0.5555555555555556,0.5818181818181818,144.0
Feet,0.5348837209302325,0.6388888888888888,0.5822784810126582,144.0
Tongue,0.6296296296296297,0.5902777777777778,0.6093189964157706,144.0
accuracy,0.578125,0.578125,0.578125,0.578125
macro avg,0.5814812527854463,0.578125,0.578105687861298,576.0
weighted avg,0.5814812527854463,0.578125,0.578105687861298,576.0
