,precision,recall,f1-score,support
Left Fist,0.8857142857142857,0.8538135593220338,0.8694714131607335,472.0
Right Fist,0.8574380165289256,0.8886509635974305,0.8727655099894849,467.0
accuracy,0.8711395101171459,0.8711395101171459,0.8711395101171459,0.8711395101171459
macro avg,0.8715761511216056,0.8712322614597321,0.8711184615751092,939.0
weighted avg,0.8716514340534091,0.8711395101171459,0.8711096913492605,939.0
