,precision,recall,f1-score,support
Left Fist,0.776595744680851,0.5934959349593496,0.6728110599078342,369.0
Right Fist,0.7111111111111111,0.7052341597796143,0.7081604426002766,363.0
Both Fists,0.5290023201856149,0.6246575342465753,0.5728643216080402,365.0
Both Feet,0.6071428571428571,0.6467391304347826,0.6263157894736842,368.0
accuracy,0.642320819112628,0.642320819112628,0.642320819112628,0.642320819112628
macro avg,0.6559630082801086,0.6425316898550805,0.6450379033974588,1465.0
weighted avg,0.656117120421084,0.642320819112628,0.6449892216267179,1465.0
