,precision,recall,f1-score,support
Left Hand,0.6864406779661016,0.5625,0.6183206106870229,144.0
Right Hand,0.49760765550239233,0.7222222222222222,0.5892351274787535,144.0
Feet,0.4919786096256685,0.6388888888888888,0.5558912386706949,144.0
Tongue,0.8387096774193549,0.3611111111111111,0.5048543689320388,144.0
accuracy,0.5711805555555556,0.5711805555555556,0.5711805555555556,0.5711805555555556
macro avg,0.6286841551283793,0.5711805555555556,0.5670753364421275,576.0
weighted avg,0.6286841551283794,0.5711805555555556,0.5670753364421276,576.0
