,precision,recall,f1-score,support
Left Hand,0.6687898089171974,0.7291666666666666,0.6976744186046512,144.0
Right Hand,0.6947368421052632,0.4583333333333333,0.5523012552301255,144.0
Feet,0.6143790849673203,0.6527777777777778,0.632996632996633,144.0
Tongue,0.5672514619883041,0.6736111111111112,0.6158730158730159,144.0
accuracy,0.6284722222222222,0.6284722222222222,0.6284722222222222,0.6284722222222222
macro avg,0.6362892994945213,0.6284722222222222,0.6247113306761064,576.0
weighted avg,0.6362892994945212,0.6284722222222222,0.6247113306761065,576.0
