,precision,recall,f1-score,support
Left Fist,0.875,1.0,0.9333333333333333,7.0
Right Fist,0.7142857142857143,0.7142857142857143,0.7142857142857143,7.0
Both Fists,0.625,0.7142857142857143,0.6666666666666666,7.0
Both Feet,0.6,0.42857142857142855,0.5,7.0
accuracy,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,0.7035714285714286,0.7142857142857143,0.7035714285714285,28.0
weighted avg,0.7035714285714285,0.7142857142857143,0.7035714285714285,28.0
