,precision,recall,f1-score,support
Left Fist,0.8397129186602871,0.785234899328859,0.8115606936416185,447.0
Right Fist,0.799163179916318,0.8507795100222717,0.8241639697950378,449.0
accuracy,0.8180803571428571,0.8180803571428571,0.8180803571428571,0.8180803571428571
macro avg,0.8194380492883026,0.8180072046755653,0.8178623317183282,896.0
weighted avg,0.8193927928834545,0.8180803571428571,0.8178763978747494,896.0
