,precision,recall,f1-score,support
Left Hand,0.927536231884058,0.8888888888888888,0.9078014184397163,144.0
Right Hand,0.9285714285714286,0.7222222222222222,0.8125,144.0
Feet,0.8280254777070064,0.9027777777777778,0.8637873754152824,144.0
Tongue,0.7988165680473372,0.9375,0.8626198083067093,144.0
accuracy,0.8628472222222222,0.8628472222222222,0.8628472222222222,0.8628472222222222
macro avg,0.8707374265524576,0.8628472222222222,0.8616771505404269,576.0
weighted avg,0.8707374265524576,0.8628472222222222,0.861677150540427,576.0
