,precision,recall,f1-score,support
Left Hand,0.9714285714285714,0.9444444444444444,0.9577464788732394,72.0
Right Hand,0.9571428571428572,0.9305555555555556,0.9436619718309859,72.0
Feet,1.0,0.9444444444444444,0.9714285714285714,72.0
Tongue,0.9,1.0,0.9473684210526315,72.0
accuracy,0.9548611111111112,0.9548611111111112,0.9548611111111112,0.9548611111111112
macro avg,0.9571428571428572,0.9548611111111112,0.955051360796357,288.0
weighted avg,0.9571428571428571,0.9548611111111112,0.9550513607963569,288.0
