,precision,recall,f1-score,support
Left Hand,0.9178082191780822,0.9305555555555556,0.9241379310344827,72.0
Right Hand,0.971830985915493,0.9583333333333334,0.965034965034965,72.0
Feet,0.8970588235294118,0.8472222222222222,0.8714285714285714,72.0
Tongue,0.9078947368421053,0.9583333333333334,0.9324324324324325,72.0
accuracy,0.9236111111111112,0.9236111111111112,0.9236111111111112,0.9236111111111112
macro avg,0.9236481913662731,0.9236111111111112,0.9232584749826129,288.0
weighted avg,0.923648191366273,0.9236111111111112,0.923258474982613,288.0
