,precision,recall,f1-score,support
Left Hand,0.9324324324324325,0.9583333333333334,0.9452054794520548,72.0
Right Hand,0.9714285714285714,0.9444444444444444,0.9577464788732395,72.0
Feet,0.9,0.875,0.8873239436619719,72.0
Tongue,0.918918918918919,0.9444444444444444,0.9315068493150684,72.0
accuracy,0.9305555555555556,0.9305555555555556,0.9305555555555556,0.9305555555555556
macro avg,0.9306949806949807,0.9305555555555556,0.9304456878255836,288.0
weighted avg,0.9306949806949807,0.9305555555555556,0.9304456878255836,288.0
