,precision,recall,f1-score,support
Left Hand,0.9466666666666667,0.9861111111111112,0.9659863945578231,72.0
Right Hand,0.9726027397260274,0.9861111111111112,0.9793103448275863,72.0
Feet,0.9552238805970149,0.8888888888888888,0.9208633093525178,72.0
Tongue,0.9452054794520548,0.9583333333333334,0.9517241379310345,72.0
accuracy,0.9548611111111112,0.9548611111111112,0.9548611111111112,0.9548611111111112
macro avg,0.954924691610441,0.9548611111111112,0.9544710466672405,288.0
weighted avg,0.9549246916104409,0.9548611111111112,0.9544710466672404,288.0
