,precision,recall,f1-score,support
Left Hand,0.7611940298507462,0.7083333333333334,0.7338129496402878,144.0
Right Hand,0.8561151079136691,0.8263888888888888,0.8409893992932862,144.0
Feet,0.6161616161616161,0.8472222222222222,0.7134502923976608,144.0
Tongue,0.7714285714285715,0.5625,0.6506024096385542,144.0
accuracy,0.7361111111111112,0.7361111111111112,0.7361111111111112,0.7361111111111112
macro avg,0.7512248313386507,0.7361111111111112,0.7347137627424473,576.0
weighted avg,0.7512248313386507,0.7361111111111112,0.7347137627424473,576.0
