,precision,recall,f1-score,support
Left Hand,0.6785714285714286,0.7916666666666666,0.7307692307692307,144.0
Right Hand,0.8235294117647058,0.7777777777777778,0.8,144.0
Feet,0.6842105263157895,0.7222222222222222,0.7027027027027027,144.0
Tongue,0.75,0.625,0.6818181818181818,144.0
accuracy,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666
macro avg,0.734077841662981,0.7291666666666666,0.7288225288225287,576.0
weighted avg,0.734077841662981,0.7291666666666666,0.7288225288225287,576.0
