,precision,recall,f1-score,support
Left Hand,0.6565656565656566,0.9027777777777778,0.7602339181286549,72.0
Right Hand,0.84375,0.75,0.7941176470588235,72.0
Feet,0.8181818181818182,0.625,0.7086614173228346,72.0
Tongue,0.7285714285714285,0.7083333333333334,0.7183098591549296,72.0
accuracy,0.7465277777777778,0.7465277777777778,0.7465277777777778,0.7465277777777778
macro avg,0.7617672258297259,0.7465277777777778,0.7453307104163106,288.0
weighted avg,0.7617672258297259,0.7465277777777778,0.7453307104163107,288.0
