,precision,recall,f1-score,support
Left Fist,0.5,0.5,0.5,8.0
Right Fist,0.4,0.2857142857142857,0.3333333333333333,7.0
Both Fists,0.4,0.2857142857142857,0.3333333333333333,7.0
Both Feet,0.25,0.375,0.3,8.0
accuracy,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664
macro avg,0.3875,0.36160714285714285,0.36666666666666664,30.0
weighted avg,0.3866666666666667,0.36666666666666664,0.3688888888888889,30.0
