,precision,recall,f1-score,support
Left Fist,0.8729792147806005,0.84,0.8561721404303512,450.0
Right Fist,0.8451612903225807,0.8772321428571429,0.8608981380065719,448.0
accuracy,0.8585746102449888,0.8585746102449888,0.8585746102449888,0.8585746102449888
macro avg,0.8590702525515905,0.8586160714285714,0.8585351392184615,898.0
weighted avg,0.8591012301957532,0.8585746102449888,0.8585298764149245,898.0
