,precision,recall,f1-score,support
Left Hand,0.7945205479452054,0.8055555555555556,0.8,72.0
Right Hand,0.8235294117647058,0.7777777777777778,0.8,72.0
Feet,0.7945205479452054,0.8055555555555556,0.8,72.0
Tongue,0.7432432432432432,0.7638888888888888,0.7534246575342466,72.0
accuracy,0.7881944444444444,0.7881944444444444,0.7881944444444444,0.7881944444444444
macro avg,0.7889534377245899,0.7881944444444445,0.7883561643835617,288.0
weighted avg,0.7889534377245899,0.7881944444444444,0.7883561643835617,288.0
