,precision,recall,f1-score,support
Left Hand,0.7396449704142012,0.8680555555555556,0.7987220447284346,144.0
Right Hand,0.6888888888888889,0.8611111111111112,0.7654320987654321,144.0
Feet,0.8217054263565892,0.7361111111111112,0.7765567765567766,144.0
Tongue,0.8979591836734694,0.6111111111111112,0.7272727272727273,144.0
accuracy,0.7690972222222222,0.7690972222222222,0.7690972222222222,0.7690972222222222
macro avg,0.7870496173332872,0.7690972222222222,0.7669959118308427,576.0
weighted avg,0.787049617333287,0.7690972222222222,0.7669959118308427,576.0
