,precision,recall,f1-score,support
Left Fist,1.0,1.0,1.0,8.0
Right Fist,1.0,0.8571428571428571,0.9230769230769231,7.0
Both Fists,0.75,0.8571428571428571,0.8,7.0
Both Feet,0.875,0.875,0.875,8.0
accuracy,0.9,0.9,0.9,0.9
macro avg,0.90625,0.8973214285714286,0.8995192307692308,30.0
weighted avg,0.9083333333333333,0.9,0.902051282051282,30.0
