,precision,recall,f1-score,support
Left Hand,0.8875,0.9861111111111112,0.9342105263157895,72.0
Right Hand,0.8205128205128205,0.8888888888888888,0.8533333333333333,72.0
Feet,0.953125,0.8472222222222222,0.8970588235294118,72.0
Tongue,0.9242424242424242,0.8472222222222222,0.8840579710144927,72.0
accuracy,0.8923611111111112,0.8923611111111112,0.8923611111111112,0.8923611111111112
macro avg,0.8963450611888112,0.8923611111111112,0.8921651635482568,288.0
weighted avg,0.8963450611888112,0.8923611111111112,0.8921651635482569,288.0
