,precision,recall,f1-score,support
Left Hand,0.7454545454545455,0.5694444444444444,0.6456692913385826,144.0
Right Hand,0.7536231884057971,0.3611111111111111,0.48826291079812206,144.0
Feet,0.5257731958762887,0.7083333333333334,0.6035502958579881,144.0
Tongue,0.5270935960591133,0.7430555555555556,0.6167146974063401,144.0
accuracy,0.5954861111111112,0.5954861111111112,0.5954861111111112,0.5954861111111112
macro avg,0.6379861314489361,0.5954861111111112,0.5885492988502582,576.0
weighted avg,0.6379861314489362,0.5954861111111112,0.5885492988502582,576.0
