,precision,recall,f1-score,support
Left Fist,0.908315565031983,0.8930817610062893,0.9006342494714588,477.0
Right Fist,0.8926315789473684,0.9079229122055674,0.9002123142250531,467.0
accuracy,0.9004237288135594,0.9004237288135594,0.9004237288135594,0.9004237288135594
macro avg,0.9004735719896757,0.9005023366059284,0.9004232818482559,944.0
weighted avg,0.9005566439498696,0.9004237288135594,0.9004255166747729,944.0
