,loss,accuracy,val_loss,val_accuracy,lr,mov_ave_accuracy,mov_ave_val_accuracy,mov_std_accuracy,mov_std_val_accuracy,mov_ave_loss,mov_ave_val_loss,mov_std_loss,mov_std_val_loss
0,0.5416056513786316,0.75,0.19042637944221497,1.0,0.0005,,,,,,,,
1,0.39143720269203186,0.8214285969734192,0.18947282433509827,0.9285714030265808,0.0005,,,,,,,,
2,0.37827324867248535,0.8214285969734192,0.18576227128505707,0.9285714030265808,0.0005,,,,,,,,
3,0.3882569968700409,0.75,0.18395276367664337,0.9285714030265808,0.0005,,,,,,,,
4,0.2712953984737396,0.8928571343421936,0.18320830166339874,0.9285714030265808,0.0005,,,,,,,,
5,0.245609313249588,0.8928571343421936,0.1789805144071579,0.9285714030265808,0.0005,,,,,,,,
6,0.23631644248962402,0.9642857313156128,0.17101773619651794,0.9285714030265808,0.0005,,,,,,,,
7,0.2575766146183014,0.8571428656578064,0.16170458495616913,0.9285714030265808,0.0005,,,,,,,,
8,0.21961888670921326,0.8928571343421936,0.1507781594991684,0.9285714030265808,0.0005,,,,,,,,
9,0.1692838966846466,0.9285714030265808,0.1389268934726715,1.0,0.0005,,,,,,,,
10,0.14829230308532715,0.9642857313156128,0.1305898129940033,1.0,0.0005,,,,,,,,
11,0.15012025833129883,0.9285714030265808,0.1245465949177742,1.0,0.0005,,,,,,,,
12,0.13155506551265717,1.0,0.12016338855028152,1.0,0.0005,,,,,,,,
13,0.11153002083301544,1.0,0.1165187805891037,1.0,0.0005,,,,,,,,
14,0.15502209961414337,0.9285714030265808,0.11420267075300217,1.0,0.0005,,,,,,,,
15,0.09035038948059082,1.0,0.11275327205657959,1.0,0.0005,,,,,,,,
16,0.09453194588422775,1.0,0.11239075660705566,1.0,0.0005,,,,,,,,
17,0.07224704325199127,1.0,0.1123422384262085,1.0,0.0005,,,,,,,,
18,0.0770789310336113,1.0,0.11218085139989853,1.0,0.0005,,,,,,,,
19,0.0830504447221756,1.0,0.1123301163315773,1.0,0.0005,0.9196428567171097,0.9714285612106324,0.08134315447985843,0.03499272312555678,0.21065260767936705,0.1451124455779791,0.12636676179862627,0.030965682795839
20,0.07753657549619675,1.0,0.11244813352823257,1.0,0.0005,0.9321428567171097,0.9714285612106324,0.07310531692569544,0.03499272312555678,0.18744915388524533,0.14121353328227998,0.10411366991905523,0.02990572232691445
21,0.07332032918930054,1.0,0.11254482716321945,1.0,0.0005,0.9410714268684387,0.9749999910593032,0.06987141924317292,0.034069269377578176,0.17154331021010877,0.13736713342368603,0.09569416716561145,0.028358494545785384
22,0.06791020184755325,1.0,0.11286302655935287,1.0,0.0005,0.9499999970197678,0.9785714209079742,0.06527024100928148,0.0327326952415187,0.15602515786886215,0.13372217118740082,0.08553764236898986,0.02652991815722905
23,0.05084765702486038,1.0,0.11321854591369629,1.0,0.0005,0.9624999970197677,0.9821428507566452,0.04721180398920905,0.030929489767830644,0.13915469087660312,0.13018546029925346,0.06991859257310847,0.024211413525445778
24,0.04465264081954956,1.0,0.11354736238718033,1.0,0.0005,0.9678571403026581,0.9857142806053162,0.045034004339405326,0.02857143878936768,0.1278225529938936,0.12670241333544255,0.06583058393670296,0.021150204692585058
25,0.058232832700014114,1.0,0.11356435716152191,1.0,0.0005,0.9732142835855484,0.9892857104539872,0.042068642591137,0.02550511065184528,0.11845372896641493,0.12343160547316075,0.06159822506973582,0.017567396161199105
26,0.04848393052816391,1.0,0.11382753401994705,1.0,0.0005,0.9749999970197678,0.992857140302658,0.042408368217859975,0.021428579092025755,0.10906210336834192,0.1205720953643322,0.05706440548265811,0.01385014539219427
27,0.042273666709661484,1.0,0.11404319852590561,1.0,0.0005,0.9821428537368775,0.996428570151329,0.032926951417151996,0.015567501794301471,0.09829695597290992,0.11818902604281903,0.047546448191412335,0.0101825707799649
28,0.052335042506456375,1.0,0.1149868294596672,1.0,0.0005,0.9874999970197678,1.0,0.02593900623994465,0.0,0.08993276376277208,0.11639945954084396,0.039501637369686274,0.006920427848050562
29,0.04877271130681038,1.0,0.115607850253582,1.0,0.00045000002,0.9910714268684387,1.0,0.022231969723272543,0.0,0.08390720449388027,0.1152335073798895,0.03597150777341552,0.004603253788786855
30,0.037151187658309937,1.0,0.11630276590585709,1.0,0.00045000002,0.992857140302658,1.0,0.021428579092025755,0.0,0.0783501487225294,0.11451915502548218,0.034133600925362086,0.0029909874191975175
31,0.031599514186382294,1.0,0.11681592464447021,1.0,0.00045000002,0.996428570151329,1.0,0.015567501794301471,0.0,0.07242411151528358,0.11413262151181698,0.031332386678389154,0.002008202574211653
32,0.04212037846446037,1.0,0.1169009581208229,1.0,0.00045000002,0.996428570151329,1.0,0.015567501794301471,0.0,0.06795237716287375,0.11396949999034404,0.028858523396985827,0.001603416905776307
33,0.03836081549525261,1.0,0.11692880094051361,1.0,0.00045000002,0.996428570151329,1.0,0.015567501794301471,0.0,0.0642939168959856,0.11399000100791454,0.027717548878541158,0.0016381260663120363
34,0.028248107060790062,1.0,0.11706653982400894,1.0,0.00045000002,1.0,1.0,0.0,0.0,0.05795521726831794,0.11413319446146489,0.019531212615485682,0.0017702953926715924
