,precision,recall,f1-score,support
Left Fist,1.0,0.8571428571428571,0.9230769230769231,7.0
Right Fist,1.0,0.8571428571428571,0.9230769230769231,7.0
Both Fists,0.75,0.42857142857142855,0.5454545454545454,7.0
Both Feet,0.5833333333333334,1.0,0.7368421052631579,7.0
accuracy,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857
macro avg,0.8333333333333334,0.7857142857142857,0.7821126242178874,28.0
weighted avg,0.8333333333333334,0.7857142857142857,0.7821126242178874,28.0
